Pueblo,Cod_CCAA,Población,Hombres,Mujeres,Españoles,Extranjeros,Area,Longuitud,menores,edad_laboral,jubilados,porcentaje_hombres,porcentaje_mujeres,porcenjate_españoles,poetentaje_extranjeros
"Alqueria d'Asnar, l'",10,496.0,231.0,265.0,460.0,36.0,1154651.88150024,6526.26971472815,81.0,316.0,51.0,46.57258064516129,53.42741935483871,92.74193548387096,7.258064516129033
Altea,10,21813.0,10702.0,11111.0,14929.0,6884.0,56409445.3163357,39547.5179085363,3237.0,13431.0,3788.0,49.06248567368083,50.93751432631917,68.44083803236603,31.55916196763398
Aspe,10,20425.0,10271.0,10154.0,19205.0,1220.0,115351242.904694,48962.3284004314,3453.0,12520.0,2836.0,50.286413708690326,49.71358629130967,94.02692778457772,5.973072215422277
Balones,10,128.0,65.0,63.0,105.0,23.0,18513301.015564,22040.7322834049,11.0,76.0,33.0,50.78125,49.21875,82.03125,17.96875
Banyeres de Mariola,10,7102.0,3551.0,3551.0,6799.0,303.0,82680506.5092773,50387.7935819041,1130.0,4229.0,1230.0,50.0,50.0,95.73359617009292,4.266403829907069
Benasau,10,157.0,75.0,82.0,150.0,7.0,14863245.8726654,21034.2726859773,13.0,84.0,49.0,47.77070063694268,52.22929936305732,95.54140127388536,4.45859872611465
Beneixama,10,1710.0,860.0,850.0,1612.0,98.0,57400677.9457703,34235.2621728662,221.0,1001.0,329.0,50.29239766081871,49.707602339181285,94.26900584795321,5.730994152046784
Benejúzar,10,5372.0,2689.0,2683.0,4698.0,674.0,14728558.3411255,19527.9385305205,849.0,3227.0,877.0,50.05584512285927,49.944154877140726,87.45346239761727,12.546537602382726
Benferri,10,1923.0,1011.0,912.0,1634.0,289.0,20023536.0285645,21212.7061405467,308.0,1136.0,330.0,52.574102964118566,47.425897035881434,84.97139885595423,15.028601144045762
Beniarbeig,10,1919.0,978.0,941.0,1525.0,394.0,12190866.9990749,22624.0086852085,301.0,1131.0,355.0,50.96404377279833,49.035956227201666,79.46847316310578,20.531526836894216
Beniardá,10,183.0,91.0,92.0,159.0,24.0,25791501.5664215,27058.1202848886,18.0,107.0,44.0,49.72677595628415,50.27322404371585,86.88524590163934,13.114754098360656
Beniarrés,10,1137.0,576.0,561.0,1082.0,55.0,33354221.7832489,26297.9464335179,125.0,641.0,279.0,50.65963060686016,49.340369393139845,95.1627088830255,4.8372911169744945
Benigembla,10,433.0,219.0,214.0,266.0,167.0,30384113.2869186,22551.6700625797,41.0,209.0,153.0,50.57736720554272,49.42263279445728,61.43187066974596,38.56812933025404
Benidoleig,10,1080.0,544.0,536.0,644.0,436.0,12337727.0577235,16869.6700949822,132.0,563.0,334.0,50.37037037037037,49.629629629629626,59.62962962962963,40.370370370370374
Benidorm,10,66831.0,33195.0,33636.0,49195.0,17636.0,62657834.4655685,50162.2867453866,8903.0,42290.0,11302.0,49.670063293980334,50.329936706019666,73.61104876479479,26.388951235205223
Benifallim,10,111.0,62.0,49.0,110.0,1.0,22479307.6556854,23339.2559061911,8.0,73.0,23.0,55.85585585585585,44.14414414414414,99.09909909909909,0.9009009009009009
Benifato,10,148.0,72.0,76.0,132.0,16.0,19513708.4426041,19918.552915088,26.0,78.0,35.0,48.64864864864865,51.35135135135135,89.1891891891892,10.81081081081081
Benijófar,10,3290.0,1614.0,1676.0,1734.0,1556.0,7184314.55645752,11346.0773864273,429.0,1770.0,940.0,49.057750759878424,50.94224924012158,52.70516717325228,47.294832826747715
Benilloba,10,755.0,390.0,365.0,720.0,35.0,15685793.6003113,21155.4893780805,69.0,423.0,207.0,51.65562913907284,48.34437086092716,95.36423841059603,4.635761589403973
Benillup,10,102.0,45.0,57.0,100.0,2.0,5564593.49607849,13665.798860947,10.0,73.0,16.0,44.11764705882353,55.88235294117647,98.0392156862745,1.9607843137254901
Benimantell,10,495.0,240.0,255.0,411.0,84.0,62359263.5127869,52891.2421757695,58.0,302.0,94.0,48.484848484848484,51.515151515151516,83.03030303030303,16.969696969696972
Benimarfull,10,418.0,211.0,207.0,390.0,28.0,9180710.78549194,13345.5387317131,34.0,238.0,111.0,50.47846889952153,49.52153110047847,93.30143540669856,6.698564593301436
Benimassot,10,99.0,57.0,42.0,85.0,14.0,15665549.7615051,17997.6451276526,7.0,57.0,26.0,57.57575757575758,42.42424242424242,85.85858585858585,14.14141414141414
Benimeli,10,391.0,188.0,203.0,303.0,88.0,5785067.7501173,15708.3470755752,44.0,212.0,103.0,48.08184143222506,51.91815856777494,77.49360613810742,22.506393861892583
Benissa,10,10879.0,5340.0,5539.0,7311.0,3568.0,114539032.832279,68994.6815829385,1486.0,6256.0,2412.0,49.0853938781138,50.91460612188621,67.20286791065355,32.79713208934645
"Benitachell/Poble Nou de Benitatxell, el",10,4020.0,2002.0,2018.0,1684.0,2336.0,20750501.475853,21513.3903373557,456.0,2026.0,1329.0,49.80099502487562,50.199004975124375,41.89054726368159,58.10945273631841
Biar,10,3650.0,1791.0,1859.0,3539.0,111.0,161132843.288666,52252.1179300026,567.0,2177.0,635.0,49.06849315068493,50.93150684931507,96.95890410958904,3.0410958904109586
Bigastro,10,6656.0,3353.0,3303.0,5660.0,996.0,6580720.2649231,17141.7543489344,1146.0,4176.0,883.0,50.37560096153846,49.62439903846153,85.0360576923077,14.963942307692307
Bolulla,10,414.0,215.0,199.0,243.0,171.0,22438088.2638817,21231.7799222309,37.0,239.0,109.0,51.93236714975845,48.06763285024155,58.69565217391305,41.30434782608695
Busot,10,2904.0,1483.0,1421.0,2015.0,889.0,55315826.7933655,35280.5361129848,448.0,1656.0,661.0,51.06749311294766,48.93250688705234,69.3870523415978,30.612947658402206
Calp,10,20804.0,10491.0,10313.0,11650.0,9154.0,38560320.1528072,37331.7776451141,2975.0,12427.0,4096.0,50.42780234570275,49.57219765429725,55.998846375696985,44.00115362430302
Callosa d'en Sarrià,10,7223.0,3682.0,3541.0,5963.0,1260.0,56869919.5064983,39325.9749139558,1140.0,4420.0,1075.0,50.97604873321334,49.02395126678665,82.5557247681019,17.444275231898104
Callosa de Segura,10,18625.0,9430.0,9195.0,15018.0,3607.0,40244288.5237732,52204.0879915497,3347.0,11195.0,2508.0,50.63087248322148,49.36912751677852,80.63355704697986,19.366442953020137
"Campello, el",10,27604.0,13456.0,14148.0,23118.0,4486.0,90154397.7208557,65461.015605739,4356.0,16659.0,4761.0,48.74655846978699,51.25344153021302,83.74873206781626,16.25126793218374
"Campo de Mirra/Camp de Mirra, el",10,436.0,228.0,208.0,411.0,25.0,35304287.3335571,33113.523828955,57.0,273.0,63.0,52.293577981651374,47.706422018348626,94.26605504587155,5.73394495412844
Cañada,10,1242.0,618.0,624.0,1192.0,50.0,32330839.1118164,30522.3028806778,225.0,718.0,202.0,49.75845410628019,50.24154589371981,95.97423510466989,4.025764895330113
Castalla,10,9876.0,4988.0,4888.0,8869.0,1007.0,187611982.266815,71780.69417073,1475.0,6098.0,1623.0,50.50627784528149,49.49372215471851,89.80356419603078,10.19643580396922
Castell de Castells,10,436.0,218.0,218.0,370.0,66.0,75581649.8167496,36186.8590099402,37.0,214.0,139.0,50.0,50.0,84.86238532110092,15.137614678899084
Catral,10,8620.0,4353.0,4267.0,6569.0,2051.0,32231379.993103,25805.3595711992,1492.0,5078.0,1454.0,50.498839907192576,49.501160092807424,76.20649651972158,23.79350348027842
Cocentaina,10,11461.0,5799.0,5662.0,10283.0,1178.0,86807835.0085602,46697.7717695113,1640.0,7078.0,1878.0,50.59767908559463,49.40232091440537,89.72166477619754,10.278335223802461
Confrides,10,221.0,127.0,94.0,182.0,39.0,65793148.3712387,39424.9748625826,13.0,122.0,68.0,57.466063348416284,42.53393665158371,82.35294117647058,17.647058823529413
Cox,10,7192.0,3698.0,3494.0,6078.0,1114.0,27149859.098999,45172.0046609213,1208.0,4460.0,940.0,51.418242491657395,48.581757508342605,84.51056729699667,15.489432703003336
Crevillent,10,28836.0,14572.0,14264.0,25659.0,3177.0,170189274.25235,65227.1320560452,4984.0,17624.0,4110.0,50.53405465390484,49.46594534609516,88.98252184769039,11.017478152309614
Quatretondeta,10,109.0,62.0,47.0,106.0,3.0,27480839.7417755,23438.283793299,6.0,58.0,35.0,56.88073394495413,43.11926605504588,97.24770642201835,2.7522935779816518
Daya Nueva,10,1684.0,843.0,841.0,1270.0,414.0,11476115.6985168,14028.085501077,265.0,945.0,374.0,50.05938242280285,49.94061757719715,75.41567695961994,24.584323040380045
Daya Vieja,10,713.0,369.0,344.0,247.0,466.0,4952149.34945679,9186.59285149893,55.0,371.0,261.0,51.7531556802244,48.2468443197756,34.642356241234225,65.35764375876579
Dénia,10,41568.0,20185.0,21383.0,32787.0,8781.0,109416523.091131,108273.859282595,6520.0,25926.0,6579.0,48.55898768283295,51.44101231716706,78.87557736720554,21.124422632794456
Dolores,10,7302.0,3649.0,3653.0,6183.0,1119.0,30127037.8719177,27278.2495158371,1242.0,4374.0,1129.0,49.97261024376883,50.027389756231166,84.67543138866064,15.324568611339359
Elche/Elx,10,228675.0,113345.0,115330.0,207081.0,21594.0,529682182.608658,117311.486049658,37002.0,143464.0,31781.0,49.5659779162567,50.4340220837433,90.55690390291899,9.44309609708101
Elda,10,52620.0,25697.0,26923.0,50410.0,2210.0,74739588.3078613,39864.8396963287,7655.0,32166.0,8967.0,48.835043709616116,51.16495629038389,95.80007601672368,4.199923983276321
Facheca,10,101.0,52.0,49.0,98.0,3.0,16744674.29953,20220.0904785603,2.0,63.0,28.0,51.48514851485149,48.51485148514851,97.02970297029702,2.9702970297029703
Famorca,10,57.0,30.0,27.0,47.0,10.0,16002532.1945953,16586.8365640272,1.0,28.0,23.0,52.63157894736842,47.368421052631575,82.45614035087719,17.543859649122805
Finestrat,10,6292.0,3191.0,3101.0,3934.0,2358.0,69542594.0113144,38715.4127356992,857.0,4125.0,887.0,50.71519389701208,49.28480610298792,62.523839796567074,37.476160203432926
Formentera del Segura,10,4064.0,2058.0,2006.0,2575.0,1489.0,7020772.3416748,16398.5891419555,648.0,2443.0,707.0,50.639763779527556,49.360236220472444,63.36122047244095,36.63877952755906
Gata de Gorgos,10,5804.0,2926.0,2878.0,4780.0,1024.0,33492523.3806057,25745.4866024385,894.0,3498.0,1021.0,50.41350792556857,49.586492074431426,82.35699517574086,17.64300482425913
Gaianes,10,448.0,235.0,213.0,409.0,39.0,15788444.2250519,16035.1535613667,53.0,271.0,96.0,52.45535714285714,47.544642857142854,91.29464285714286,8.705357142857142
Gorga,10,273.0,152.0,121.0,259.0,14.0,14982845.3697968,24339.9518535547,24.0,169.0,65.0,55.67765567765568,44.32234432234432,94.87179487179486,5.128205128205128
Granja de Rocamora,10,2469.0,1287.0,1182.0,2086.0,383.0,11617411.6545105,52552.0907868107,379.0,1556.0,339.0,52.12636695018226,47.87363304981774,84.48764682057514,15.512353179424867
"Castell de Guadalest, el",10,205.0,103.0,102.0,162.0,43.0,26234255.4982758,27097.7327088821,16.0,135.0,40.0,50.24390243902439,49.75609756097561,79.02439024390245,20.975609756097562
Guardamar del Segura,10,14716.0,7202.0,7514.0,10444.0,4272.0,57571058.2170715,40109.7280495607,2188.0,8537.0,3006.0,48.93992932862191,51.060070671378085,70.97037238379995,29.029627616200056
"Fondó de les Neus, el/Hondón de las Nieves",10,2436.0,1224.0,1212.0,1579.0,857.0,111277752.765045,46858.5068157761,245.0,1343.0,716.0,50.24630541871922,49.75369458128079,64.81937602627258,35.18062397372742
Hondón de los Frailes,10,1102.0,567.0,535.0,568.0,534.0,20385356.1034241,19274.8032446169,88.0,558.0,400.0,51.4519056261343,48.548094373865695,51.542649727767696,48.457350272232304
Ibi,10,23423.0,11747.0,11676.0,22198.0,1225.0,103033620.49736,39904.478726807,3585.0,14576.0,3671.0,50.15156043205396,49.84843956794604,94.77009776715194,5.2299022328480556
Jacarilla,10,1953.0,997.0,956.0,1596.0,357.0,19711686.6889954,23447.2618226513,330.0,1144.0,352.0,51.04966717869943,48.95033282130056,81.72043010752688,18.27956989247312
Xaló,10,2636.0,1306.0,1330.0,1740.0,896.0,56978707.3043394,40466.3789930801,333.0,1459.0,664.0,49.54476479514416,50.45523520485584,66.00910470409713,33.99089529590288
Jávea/Xàbia,10,27060.0,13441.0,13619.0,15707.0,11353.0,113130594.349384,66828.348491944,3886.0,15584.0,5785.0,49.67110125646711,50.32889874353289,58.04508499630451,41.95491500369549
Jijona/Xixona,10,6895.0,3349.0,3546.0,6516.0,379.0,268160326.492157,87087.1666599148,953.0,4155.0,1247.0,48.57142857142857,51.42857142857142,94.5032632342277,5.496736765772299
"Lorcha/Orxa, l'",10,606.0,299.0,307.0,575.0,31.0,52448821.4783859,31609.1984606205,53.0,344.0,167.0,49.339933993399335,50.66006600660066,94.88448844884488,5.115511551155116
Llíber,10,951.0,468.0,483.0,321.0,630.0,36318976.0448084,34610.5444472003,74.0,492.0,348.0,49.21135646687697,50.78864353312302,33.753943217665615,66.24605678233438
Millena,10,230.0,125.0,105.0,171.0,59.0,16086546.4497986,20771.9373780379,19.0,136.0,67.0,54.347826086956516,45.65217391304348,74.34782608695653,25.65217391304348
Monforte del Cid,10,7592.0,3967.0,3625.0,6907.0,685.0,129566641.250946,51433.6368330329,1219.0,4946.0,888.0,52.25237091675447,47.74762908324553,90.97734457323499,9.022655426765015
Monóvar/Monòver,10,12177.0,6073.0,6104.0,11461.0,716.0,248599508.215576,70208.9093919336,1723.0,7362.0,2095.0,49.87271084832061,50.1272891516794,94.12006241274534,5.879937587254661
Mutxamel,10,24778.0,12352.0,12426.0,22158.0,2620.0,78141787.9621887,45055.78436584,4538.0,15665.0,3006.0,49.850673984986685,50.149326015013315,89.42610380175962,10.573896198240375
Murla,10,477.0,226.0,251.0,291.0,186.0,9576329.4374752,15169.147319071,41.0,221.0,170.0,47.37945492662474,52.620545073375254,61.0062893081761,38.9937106918239
Muro de Alcoy,10,9319.0,4620.0,4699.0,8334.0,985.0,50274007.4434204,40472.8258638933,1536.0,5704.0,1304.0,49.5761347784097,50.423865221590304,89.4301963730014,10.569803626998606
Novelda,10,25868.0,12825.0,13043.0,24036.0,1832.0,123217423.550476,54111.0126376119,4226.0,16048.0,3815.0,49.57862996752745,50.42137003247256,92.91789083036957,7.082109169630431
"Nucia, la",10,18548.0,9366.0,9182.0,11921.0,6627.0,35028923.411869,40231.2220588425,2971.0,11243.0,3048.0,50.49601035152038,49.50398964847962,64.27108043993962,35.72891956006038
Ondara,10,6739.0,3377.0,3362.0,5729.0,1010.0,17186832.5916958,25796.0210898852,1021.0,4219.0,991.0,50.11129247662858,49.88870752337142,85.01261314735123,14.98738685264876
Onil,10,7493.0,3739.0,3754.0,7014.0,479.0,79147997.5748901,43462.5364649825,1133.0,4664.0,1155.0,49.89990657947418,50.10009342052582,93.6073668757507,6.392633124249299
Orba,10,2035.0,994.0,1041.0,1216.0,819.0,29221114.9116411,33609.0011110186,240.0,1005.0,676.0,48.845208845208845,51.154791154791155,59.75429975429976,40.24570024570024
Orxeta,10,760.0,385.0,375.0,578.0,182.0,39196811.0794296,38812.5772235278,86.0,480.0,155.0,50.6578947368421,49.34210526315789,76.05263157894737,23.94736842105263
Orihuela,10,76097.0,37829.0,38268.0,52400.0,23697.0,590197188.641479,297865.935181279,11489.0,44284.0,15651.0,49.711552360802656,50.288447639197344,68.85948197695048,31.14051802304953
